HOCOID SYMBOL ENSEMBL COLLECTION EXPERIMENT QUALITY
ZN444.H12INVIVO.0.S.D ZN444 ENSG00000167685 H12INVIVO S D
ZN449.H12INVIVO.0.P.B ZN449 ENSG00000173275 H12INVIVO P B
ZN449.H12INVIVO.1.S.C ZN449 ENSG00000173275 H12INVIVO S C
ZN454.H12INVIVO.0.P.B ZN454 ENSG00000178187 H12INVIVO P B
ZN454.H12INVIVO.1.SM.B ZN454 ENSG00000178187 H12INVIVO SM B
ZN460.H12INVIVO.0.S.D ZN460 ENSG00000197714 H12INVIVO S D
ZN467.H12INVIVO.0.P.C ZN467 ENSG00000181444 H12INVIVO P C
ZN468.H12INVIVO.0.P.C ZN468 ENSG00000204604 H12INVIVO P C
ZN479.H12INVIVO.0.P.C ZN479 ENSG00000185177 H12INVIVO P C
ZN480.H12INVIVO.0.P.C ZN480 ENSG00000198464 H12INVIVO P C
ZN480.H12INVIVO.1.P.C ZN480 ENSG00000198464 H12INVIVO P C
ZN483.H12INVIVO.0.P.C ZN483 ENSG00000173258 H12INVIVO P C
ZN484.H12INVIVO.0.P.C ZN484 ENSG00000127081 H12INVIVO P C
ZN485.H12INVIVO.0.P.C ZN485 ENSG00000198298 H12INVIVO P C
ZN490.H12INVIVO.0.P.C ZN490 ENSG00000188033 H12INVIVO P C
ZN492.H12INVIVO.0.P.C ZN492 ENSG00000229676 H12INVIVO P C
ZN502.H12INVIVO.0.P.C ZN502 ENSG00000196653 H12INVIVO P C
ZN506.H12INVIVO.0.P.C ZN506 ENSG00000081665 H12INVIVO P C
ZN510.H12INVIVO.0.P.C ZN510 ENSG00000081386 H12INVIVO P C
ZN510.H12INVIVO.1.P.C ZN510 ENSG00000081386 H12INVIVO P C
ZN519.H12INVIVO.0.P.C ZN519 ENSG00000175322 H12INVIVO P C
ZN524.H12INVIVO.0.S.D ZN524 ENSG00000171443 H12INVIVO S D
ZN527.H12INVIVO.0.P.C ZN527 ENSG00000189164 H12INVIVO P C
ZN528.H12INVIVO.0.P.B ZN528 ENSG00000167555 H12INVIVO P B
ZN529.H12INVIVO.0.P.B ZN529 ENSG00000186020 H12INVIVO P B
ZN530.H12INVIVO.0.P.B ZN530 ENSG00000183647 H12INVIVO P B
ZN534.H12INVIVO.0.P.C ZN534 ENSG00000198633 H12INVIVO P C
ZN534.H12INVIVO.1.P.C ZN534 ENSG00000198633 H12INVIVO P C
ZN540.H12INVIVO.0.P.C ZN540 ENSG00000171817 H12INVIVO P C
ZN543.H12INVIVO.0.P.C ZN543 ENSG00000178229 H12INVIVO P C
ZN547.H12INVIVO.0.P.B ZN547 ENSG00000152433 H12INVIVO P B
ZN548.H12INVIVO.0.P.B ZN548 ENSG00000188785 H12INVIVO P B
ZN549.H12INVIVO.0.P.B ZN549 ENSG00000121406 H12INVIVO P B
ZN550.H12INVIVO.0.P.C ZN550 ENSG00000251369 H12INVIVO P C
ZN554.H12INVIVO.0.P.C ZN554 ENSG00000172006 H12INVIVO P C
ZN554.H12INVIVO.1.P.C ZN554 ENSG00000172006 H12INVIVO P C
ZN557.H12INVIVO.0.P.C ZN557 ENSG00000130544 H12INVIVO P C
ZN558.H12INVIVO.0.P.B ZN558 ENSG00000167785 H12INVIVO P B
ZN560.H12INVIVO.0.P.C ZN560 ENSG00000198028 H12INVIVO P C
ZN561.H12INVIVO.0.P.C ZN561 ENSG00000171469 H12INVIVO P C
ZN562.H12INVIVO.0.P.C ZN562 ENSG00000171466 H12INVIVO P C
ZN563.H12INVIVO.0.P.C ZN563 ENSG00000188868 H12INVIVO P C
ZN563.H12INVIVO.1.P.C ZN563 ENSG00000188868 H12INVIVO P C
ZN564.H12INVIVO.0.P.C ZN564 ENSG00000249709 H12INVIVO P C
ZN565.H12INVIVO.0.P.C ZN565 ENSG00000196357 H12INVIVO P C
ZN566.H12INVIVO.0.P.C ZN566 ENSG00000186017 H12INVIVO P C
ZN567.H12INVIVO.0.P.C ZN567 ENSG00000189042 H12INVIVO P C
ZN570.H12INVIVO.0.P.C ZN570 ENSG00000171827 H12INVIVO P C
ZN573.H12INVIVO.0.P.C ZN573 ENSG00000189144 H12INVIVO P C
ZN574.H12INVIVO.0.P.B ZN574 ENSG00000105732 H12INVIVO P B
ZN577.H12INVIVO.0.P.B ZN577 ENSG00000161551 H12INVIVO P B
ZN578.H12INVIVO.0.P.C ZN578 ENSG00000258405 H12INVIVO P C
ZN580.H12INVIVO.0.SM.D ZN580 ENSG00000213015 H12INVIVO SM D
ZN580.H12INVIVO.1.SM.D ZN580 ENSG00000213015 H12INVIVO SM D
ZN582.H12INVIVO.0.P.C ZN582 ENSG00000018869 H12INVIVO P C
ZN584.H12INVIVO.0.P.B ZN584 ENSG00000171574 H12INVIVO P B
ZN584.H12INVIVO.1.P.C ZN584 ENSG00000171574 H12INVIVO P C
ZN586.H12INVIVO.0.P.C ZN586 ENSG00000083828 H12INVIVO P C
ZN587.H12INVIVO.0.P.C ZN587 ENSG00000198466 H12INVIVO P C
ZN595.H12INVIVO.0.P.C ZN595 ENSG00000272602 H12INVIVO P C
ZN605.H12INVIVO.0.P.C ZN605 ENSG00000196458 H12INVIVO P C
ZN610.H12INVIVO.0.P.B ZN610 ENSG00000167554 H12INVIVO P B
ZN610.H12INVIVO.1.P.C ZN610 ENSG00000167554 H12INVIVO P C
ZN611.H12INVIVO.0.P.C ZN611 ENSG00000213020 H12INVIVO P C
ZN611.H12INVIVO.1.P.C ZN611 ENSG00000213020 H12INVIVO P C
ZN613.H12INVIVO.0.P.C ZN613 ENSG00000176024 H12INVIVO P C
ZN614.H12INVIVO.0.P.C ZN614 ENSG00000142556 H12INVIVO P C
ZN615.H12INVIVO.0.P.C ZN615 ENSG00000197619 H12INVIVO P C
ZN616.H12INVIVO.0.P.C ZN616 ENSG00000204611 H12INVIVO P C
ZN621.H12INVIVO.0.P.C ZN621 ENSG00000172888 H12INVIVO P C
ZN623.H12INVIVO.0.P.C ZN623 ENSG00000183309 H12INVIVO P C
ZN626.H12INVIVO.0.P.C ZN626 ENSG00000188171 H12INVIVO P C
ZN627.H12INVIVO.0.P.C ZN627 ENSG00000198551 H12INVIVO P C
ZN649.H12INVIVO.0.P.C ZN649 ENSG00000198093 H12INVIVO P C
ZN652.H12INVIVO.0.PS.A ZN652 ENSG00000198740 H12INVIVO PS A
ZN660.H12INVIVO.0.SM.D ZN660 ENSG00000144792 H12INVIVO SM D
ZN662.H12INVIVO.0.P.C ZN662 ENSG00000182983 H12INVIVO P C
ZN664.H12INVIVO.0.P.C ZN664 ENSG00000179195 H12INVIVO P C
ZN664.H12INVIVO.1.P.C ZN664 ENSG00000179195 H12INVIVO P C
ZN667.H12INVIVO.0.P.C ZN667 ENSG00000198046 H12INVIVO P C
ZN667.H12INVIVO.1.P.C ZN667 ENSG00000198046 H12INVIVO P C
ZN669.H12INVIVO.0.P.B ZN669 ENSG00000188295 H12INVIVO P B
ZN669.H12INVIVO.1.P.C ZN669 ENSG00000188295 H12INVIVO P C
ZN671.H12INVIVO.0.P.C ZN671 ENSG00000083814 H12INVIVO P C
ZN674.H12INVIVO.0.P.C ZN674 ENSG00000251192 H12INVIVO P C
ZN675.H12INVIVO.0.P.C ZN675 ENSG00000197372 H12INVIVO P C
ZN677.H12INVIVO.0.P.C ZN677 ENSG00000197928 H12INVIVO P C
ZN680.H12INVIVO.0.P.B ZN680 ENSG00000173041 H12INVIVO P B
ZN681.H12INVIVO.0.P.C ZN681 ENSG00000196172 H12INVIVO P C
ZN682.H12INVIVO.0.P.B ZN682 ENSG00000197124 H12INVIVO P B
ZN682.H12INVIVO.1.P.B ZN682 ENSG00000197124 H12INVIVO P B
ZN684.H12INVIVO.0.P.C ZN684 ENSG00000117010 H12INVIVO P C
ZN684.H12INVIVO.1.M.C ZN684 ENSG00000117010 H12INVIVO M C
ZN692.H12INVIVO.0.P.C ZN692 ENSG00000171163 H12INVIVO P C
ZN701.H12INVIVO.0.P.B ZN701 ENSG00000167562 H12INVIVO P B
ZN701.H12INVIVO.1.P.B ZN701 ENSG00000167562 H12INVIVO P B
ZN704.H12INVIVO.0.SM.D ZN704 ENSG00000164684 H12INVIVO SM D
ZN707.H12INVIVO.0.P.B ZN707 ENSG00000181135 H12INVIVO P B
ZN708.H12INVIVO.0.P.B ZN708 ENSG00000182141 H12INVIVO P B
ZN708.H12INVIVO.1.P.B ZN708 ENSG00000182141 H12INVIVO P B
ZN711.H12INVIVO.0.P.C ZN711 ENSG00000147180 H12INVIVO P C
ZN713.H12INVIVO.0.SM.D ZN713 ENSG00000178665 H12INVIVO SM D
ZN714.H12INVIVO.0.P.C ZN714 ENSG00000160352 H12INVIVO P C
ZN716.H12INVIVO.0.P.C ZN716 ENSG00000182111 H12INVIVO P C
ZN716.H12INVIVO.1.P.C ZN716 ENSG00000182111 H12INVIVO P C
ZN730.H12INVIVO.0.P.C ZN730 ENSG00000183850 H12INVIVO P C
ZN736.H12INVIVO.0.P.C ZN736 ENSG00000234444 H12INVIVO P C
ZN740.H12INVIVO.0.P.C ZN740 ENSG00000139651 H12INVIVO P C
ZN740.H12INVIVO.1.S.C ZN740 ENSG00000139651 H12INVIVO S C
ZN749.H12INVIVO.0.P.C ZN749 ENSG00000186230 H12INVIVO P C
ZN749.H12INVIVO.1.P.C ZN749 ENSG00000186230 H12INVIVO P C
ZN75A.H12INVIVO.0.SM.D ZN75A ENSG00000162086 H12INVIVO SM D
ZN75D.H12INVIVO.0.P.B ZN75D ENSG00000186376 H12INVIVO P B
ZN75D.H12INVIVO.1.P.B ZN75D ENSG00000186376 H12INVIVO P B
ZN765.H12INVIVO.0.P.C ZN765 ENSG00000196417 H12INVIVO P C
ZN766.H12INVIVO.0.P.B ZN766 ENSG00000196214 H12INVIVO P B
ZN766.H12INVIVO.1.P.B ZN766 ENSG00000196214 H12INVIVO P B
ZN768.H12INVIVO.0.P.B ZN768 ENSG00000169957 H12INVIVO P B
ZN768.H12INVIVO.1.P.B ZN768 ENSG00000169957 H12INVIVO P B
ZN770.H12INVIVO.0.P.B ZN770 ENSG00000198146 H12INVIVO P B
ZN770.H12INVIVO.1.P.B ZN770 ENSG00000198146 H12INVIVO P B
ZN771.H12INVIVO.0.SM.D ZN771 ENSG00000179965 H12INVIVO SM D
ZN776.H12INVIVO.0.P.C ZN776 ENSG00000152443 H12INVIVO P C
ZN778.H12INVIVO.0.P.C ZN778 ENSG00000170100 H12INVIVO P C
ZN778.H12INVIVO.1.P.B ZN778 ENSG00000170100 H12INVIVO P B
ZN782.H12INVIVO.0.P.C ZN782 ENSG00000196597 H12INVIVO P C
ZN784.H12INVIVO.0.SM.D ZN784 ENSG00000179922 H12INVIVO SM D
ZN787.H12INVIVO.0.M.D ZN787 ENSG00000142409 H12INVIVO M D
ZN787.H12INVIVO.1.S.D ZN787 ENSG00000142409 H12INVIVO S D
ZN789.H12INVIVO.0.P.C ZN789 ENSG00000198556 H12INVIVO P C
ZN790.H12INVIVO.0.P.C ZN790 ENSG00000197863 H12INVIVO P C
ZN790.H12INVIVO.1.P.C ZN790 ENSG00000197863 H12INVIVO P C
ZN791.H12INVIVO.0.P.C ZN791 ENSG00000173875 H12INVIVO P C
ZN793.H12INVIVO.0.P.B ZN793 ENSG00000188227 H12INVIVO P B
ZN793.H12INVIVO.1.P.C ZN793 ENSG00000188227 H12INVIVO P C
ZN799.H12INVIVO.0.P.C ZN799 ENSG00000196466 H12INVIVO P C
ZN805.H12INVIVO.0.P.C ZN805 ENSG00000204524 H12INVIVO P C
ZN816.H12INVIVO.0.P.B ZN816 ENSG00000180257 H12INVIVO P B
ZN816.H12INVIVO.1.P.C ZN816 ENSG00000180257 H12INVIVO P C
ZN821.H12INVIVO.0.SM.D ZN821 ENSG00000102984 H12INVIVO SM D
ZN823.H12INVIVO.0.P.C ZN823 ENSG00000197933 H12INVIVO P C
ZN860.H12INVIVO.0.P.C ZN860 ENSG00000197385 H12INVIVO P C
ZN875.H12INVIVO.0.P.C ZN875 ENSG00000181666 H12INVIVO P C
ZN879.H12INVIVO.0.P.C ZN879 ENSG00000234284 H12INVIVO P C
ZN880.H12INVIVO.0.P.C ZN880 ENSG00000221923 H12INVIVO P C
ZN891.H12INVIVO.0.P.C ZN891 ENSG00000214029 H12INVIVO P C
ZSA5A.H12INVIVO.0.SM.D ZSA5A ENSG00000131848 H12INVIVO SM D
ZSA5C.H12INVIVO.0.P.C ZSA5C ENSG00000204532 H12INVIVO P C
ZSC16.H12INVIVO.0.PSM.A ZSC16 ENSG00000196812 H12INVIVO PSM A
ZSC21.H12INVIVO.0.P.C ZSC21 ENSG00000166529 H12INVIVO P C
ZSC22.H12INVIVO.0.P.C ZSC22 ENSG00000182318 H12INVIVO P C
ZSC23.H12INVIVO.0.M.D ZSC23 ENSG00000187987 H12INVIVO M D
ZSC29.H12INVIVO.0.P.B ZSC29 ENSG00000140265 H12INVIVO P B
ZSC29.H12INVIVO.1.M.C ZSC29 ENSG00000140265 H12INVIVO M C
ZSC31.H12INVIVO.0.P.C ZSC31 ENSG00000235109 H12INVIVO P C
ZSC31.H12INVIVO.1.SM.B ZSC31 ENSG00000235109 H12INVIVO SM B
ZSCA1.H12INVIVO.0.SM.D ZSCA1 ENSG00000152467 H12INVIVO SM D
ZSCA4.H12INVIVO.0.SM.D ZSCA4 ENSG00000180532 H12INVIVO SM D
